date,Blackrock ETHA 0.25%,Fidelity FETH 0.25%,Bitwise ETHW 0.20%,21 Shares TETH 0.21%,VanEck ETHV 0.20%,Invesco QETH 0.25%,Franklin EZET 0.19%,Grayscale ETHE 2.50%,Grayscale ETH 0.15%,Total Unnamed: 10_level_1 Unnamed: 10_level_2,Total
2025-03-27,0.0,-2.0,0.0,0.0,-2.2,0.0,0.0,0.0,0.0,-4.2,-8.4
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,4.7,9.4
2025-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,12.8
2025-04-01,0.0,0.0,-2.6,1.7,0.0,0.0,0.0,0.0,-2.7,-3.6,-7.200000000000001
2025-04-02,-20.2,0.0,0.0,0.0,0.0,0.0,0.0,-31.1,0.0,-51.3,-102.6
2025-04-03,0.0,0.0,-3.6,0.0,0.0,0.0,0.0,0.0,0.0,-3.6,-7.2
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,2.1,4.2
2025-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-08,0.0,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3,-6.6
2025-04-09,-5.5,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.2,-22.4
2025-04-10,6.4,-36.0,-2.5,0.0,-4.4,0.0,0.0,-2.3,0.0,-38.8,-77.6
2025-04-11,0.0,0.0,-3.1,0.0,0.0,0.0,0.0,-26.1,0.0,-29.2,-58.400000000000006
2025-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,0.0,-7.8,0.0,1.8,0.0,0.0,0.0,0.0,0.0,-6.0,-12.0
2025-04-15,0.0,-3.6,0.0,0.0,0.0,0.0,0.0,-10.6,0.0,-14.2,-28.4
2025-04-16,-4.3,0.0,0.0,0.0,0.0,0.0,-1.8,-8.2,2.2,-12.1,-24.199999999999996
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.4,0.0,-25.4,-50.8
2025-04-22,0.0,32.7,6.1,0.0,0.0,0.0,0.0,0.0,0.0,38.8,77.6
2025-04-23,-30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,-23.9,-47.8
2025-04-24,40.0,0.0,5.1,4.1,2.6,0.0,0.0,-6.6,18.3,63.5,127.0
2025-04-25,54.4,35.9,1.8,0.0,0.0,1.8,0.0,0.0,10.2,104.1,208.2
2025-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-28,67.5,0.0,-3.4,0.0,0.0,0.0,0.0,0.0,0.0,64.1,128.2
2025-04-29,0.0,25.5,0.0,0.0,0.0,0.0,0.0,-7.1,0.0,18.4,36.8
2025-04-30,0.0,5.8,-1.0,0.0,0.0,0.0,0.0,-7.1,0.0,-2.3,-4.6
2025-05-01,0.0,6.5,0.0,0.0,0.0,0.0,0.0,-12.0,12.0,6.5,13.0
2025-05-02,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,40.2
2025-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-06,0.0,-17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.9,-35.8
2025-05-07,-21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.8,-43.6
2025-05-08,0.0,-19.3,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-16.1,-32.2
2025-05-09,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,35.2
2025-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-12,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,-9.6,0.0,-17.6,-35.2
2025-05-13,0.0,0.0,0.0,0.0,3.0,0.0,3.1,0.0,7.4,13.5,27.0
2025-05-14,57.6,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,127.0
2025-05-15,8.4,-31.6,0.0,0.0,0.0,0.0,0.0,-16.6,0.0,-39.8,-79.6
2025-05-16,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,8.6,22.2,44.4
2025-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-19,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,27.4
2025-05-20,45.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,129.6
2025-05-21,24.9,-24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.199999999999998
2025-05-22,0.0,42.2,5.7,0.0,0.0,0.0,0.0,43.7,18.9,110.5,221.0
2025-05-23,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,58.6,117.19999999999999
2025-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-27,32.5,3.4,0.0,0.0,2.9,0.0,0.0,0.0,0.0,38.8,77.6
2025-05-28,52.7,25.7,0.0,0.0,0.0,1.6,0.0,0.0,4.9,84.9,169.8
2025-05-29,50.4,38.3,4.6,0.0,0.0,0.0,0.0,-4.6,3.2,91.9,183.8
2025-05-30,70.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.2,140.4
2025-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-02,48.4,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2,156.4
2025-06-03,77.1,21.0,0.0,0.0,0.0,0.0,3.0,0.0,8.4,109.5,219.0
2025-06-04,73.2,-23.6,0.0,0.0,0.0,0.0,0.0,0.0,7.4,57.0,114.0
2025-06-05,34.7,-23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,22.600000000000005
2025-06-06,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,25.3,50.6
2025-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-09,35.2,12.9,0.0,0.0,0.0,0.0,0.0,0.0,4.6,52.7,105.4
2025-06-10,80.6,26.3,8.4,0.0,0.0,0.0,0.0,0.0,9.7,125.0,250.0
2025-06-11,163.6,37.3,6.5,0.0,0.0,0.0,0.0,13.3,19.6,240.3,480.6
2025-06-12,101.5,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.3,224.6
2025-06-13,0.0,-8.8,0.0,0.0,0.0,0.0,0.0,0.0,6.7,-2.1,-4.200000000000001
2025-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16,16.1,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,42.8
2025-06-17,36.7,-20.2,3.6,0.0,0.0,0.0,0.0,-9.0,0.0,11.1,22.200000000000003
2025-06-18,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.1,38.2
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20,-19.7,0.0,0.0,0.0,1.8,0.0,0.0,0.0,6.6,-11.3,-22.6
2025-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-23,25.8,60.5,0.0,0.0,0.0,0.0,0.0,9.0,5.4,100.7,201.4
2025-06-24,98.0,-26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.3,142.6
2025-06-25,55.2,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,60.4,120.80000000000001
2025-06-26,5.9,4.9,2.6,0.0,0.0,0.0,0.0,-27.4,-12.4,-26.4,-52.8
2025-06-27,48.1,28.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,77.5,155.0
2025-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-30,6.1,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,63.599999999999994
2025-07-01,54.8,-24.1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.7,81.4
2025-07-02,-46.9,25.8,8.3,0.0,2.8,0.0,0.0,0.0,8.1,-1.9,-3.7999999999999967
2025-07-03,85.4,64.6,0.0,0.0,0.0,0.0,0.0,-5.4,3.9,148.5,297.0
2025-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-07,53.2,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.1,124.2
2025-07-08,25.3,-0.7,4.9,0.0,0.0,0.0,0.0,7.9,9.3,46.7,93.4
2025-07-09,158.6,29.5,0.0,0.0,0.0,0.0,5.2,0.0,18.0,211.3,422.6
2025-07-10,300.9,37.3,3.2,0.0,2.1,0.0,0.0,18.9,20.7,383.1,766.2
2025-07-11,137.1,12.0,8.6,5.1,6.6,0.0,0.0,10.0,25.5,204.9,409.79999999999995
2025-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-14,151.4,31.4,11.2,0.0,6.6,0.0,5.7,8.9,43.8,259.0,518.0
2025-07-15,171.5,12.2,0.0,0.0,0.0,0.0,0.0,0.0,8.6,192.3,384.6
2025-07-16,499.2,113.3,14.4,0.0,3.7,3.7,5.1,33.0,54.2,726.6,1453.2000000000003
2025-07-17,546.7,17.2,4.4,3.8,0.0,0.0,0.0,0.0,29.9,602.0,1204.0
2025-07-18,394.9,-45.4,13.0,0.0,2.6,0.0,0.0,-27.9,65.3,402.5,805.0
2025-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-21,102.0,126.9,13.1,-0.4,0.0,0.0,0.0,0.0,54.9,296.5,593.0
2025-07-22,426.2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,533.8,1067.6
2025-07-23,324.6,3.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,332.2,664.4000000000001
2025-07-24,0.0,210.1,11.5,0.0,0.0,0.0,2.8,-18.5,25.3,231.2,462.4
2025-07-25,440.1,7.3,10.0,0.0,0.0,0.0,0.0,-23.5,18.9,452.8,905.6
2025-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-28,132.0,-49.2,0.0,0.0,0.0,0.0,0.0,-17.6,0.0,65.2,130.39999999999998
2025-07-29,223.7,0.0,0.0,-5.1,0.0,0.0,0.0,0.0,0.0,218.6,437.2
2025-07-30,20.3,-22.3,0.0,0.0,0.0,0.0,0.0,7.8,0.0,5.8,11.6
2025-07-31,18.2,5.6,0.0,0.0,0.0,0.0,0.0,-6.8,0.0,17.0,34.0
2025-08-01,0.0,-6.2,-40.3,-1.9,-5.2,-8.4,-5.4,-37.2,-47.7,-152.3,-304.6
2025-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-04,-375.0,-55.1,0.0,0.0,0.0,0.0,0.0,-7.0,-28.0,-465.1,-930.2
2025-08-05,88.8,0.0,0.0,3.6,5.2,0.0,0.0,-10.9,-13.4,73.3,146.59999999999997
2025-08-06,33.4,0.0,0.0,0.4,0.0,0.0,0.0,10.0,-8.7,35.1,70.19999999999999
2025-08-07,103.5,31.8,24.8,0.0,7.0,3.9,5.8,10.9,34.6,222.3,444.6
2025-08-08,254.7,132.3,7.8,0.0,0.0,1.2,0.0,26.8,38.2,461.0,922.0
2025-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-11,639.8,276.9,4.3,3.9,9.4,0.0,4.9,13.0,66.6,1018.8,2037.6
2025-08-12,318.7,144.9,0.0,1.8,4.9,0.0,0.0,9.3,44.3,523.9,1047.8
2025-08-13,500.9,154.7,10.8,0.0,0.0,0.0,3.6,7.8,51.3,729.1,1458.1999999999998
2025-08-14,519.7,56.9,0.0,0.0,0.0,2.3,0.0,0.0,60.7,639.6,1279.2
2025-08-15,338.1,-272.2,-15.8,-4.4,0.0,0.0,0.0,-101.7,-3.3,-59.3,-118.59999999999997
2025-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-18,-87.2,-78.4,-0.9,0.0,-4.8,0.0,-6.6,-18.7,0.0,-196.6,-393.20000000000005
2025-08-19,-6.3,-156.3,-39.8,0.0,-3.0,-7.4,-6.3,-122.0,-88.5,-429.6,-859.2
2025-08-20,-257.8,8.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-240.2,-480.4
2025-08-21,233.6,28.5,7.0,0.0,6.2,0.0,0.0,5.9,6.4,287.6,575.2
2025-08-22,109.4,117.9,36.3,0.0,3.5,0.0,5.5,45.9,22.7,341.2,682.4
2025-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-25,314.9,87.4,9.7,5.6,0.0,2.2,0.0,-29.2,53.3,443.9,887.8
2025-08-26,323.1,85.5,0.0,0.0,0.0,0.0,0.0,5.3,41.1,455.0,910.0
2025-08-27,262.6,20.5,0.0,2.3,3.3,0.0,0.0,5.7,15.1,309.5,619.0
2025-08-28,67.6,-33.5,-1.3,0.0,0.0,0.0,0.0,0.0,6.3,39.1,78.19999999999999
2025-08-29,0.0,-51.0,-23.7,0.0,0.0,0.0,0.0,-28.6,-61.3,-164.6,-329.20000000000005
